component,category,subcategory,changes_baseline_date,change_category,projected_fiscal_year,value
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2021,1.47
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2022,1.31
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2023,1.09
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2024,1.28
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2025,1.53
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2026,1.54
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2027,1.53
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2028,1.6
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2029,1.93
outlay,Mandatory,Fannie Freddie,2020-09-01,Technical,2030,2.21
outlay,Mandatory,Fannie Freddie,2020-12-01,Economic,2020,0.0
outlay,Mandatory,Fannie Freddie,2020-12-01,Legislative,2020,0.0
outlay,Mandatory,Fannie Freddie,2020-12-01,Technical,2020,-0.038
outlay,Mandatory,Fannie Freddie,2021-02-01,Technical,2021,-7.27
outlay,Mandatory,Fannie Freddie,2021-02-01,Technical,2022,0.99
outlay,Mandatory,Fannie Freddie,2021-02-01,Technical,2023,1.31
outlay,Mandatory,Fannie Freddie,2021-02-01,Technical,2024,1.52
outlay,Mandatory,Fannie Freddie,2021-02-01,Technical,2025,1.57
outlay,Mandatory,Fannie Freddie,2021-02-01,Technical,2026,1.86
outlay,Mandatory,Fannie Freddie,2021-02-01,Technical,2027,1.87
outlay,Mandatory,Fannie Freddie,2021-02-01,Technical,2028,1.7
outlay,Mandatory,Fannie Freddie,2021-02-01,Technical,2029,1.47
outlay,Mandatory,Fannie Freddie,2021-02-01,Technical,2030,1.09
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2021,-0.2
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2022,-0.4
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2023,1.0
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2024,1.9
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2025,1.3
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2026,0.7
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2027,0.4
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2028,0.1
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2029,-0.1
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2030,0.0
outlay,Mandatory,Fannie Freddie,2021-07-01,Technical,2031,0.1
outlay,Mandatory,Fannie Freddie,2021-12-01,Economic,2021,0.0
outlay,Mandatory,Fannie Freddie,2021-12-01,Legislative,2021,0.0
outlay,Mandatory,Fannie Freddie,2021-12-01,Technical,2021,-0.03
outlay,Mandatory,Fannie Freddie,2022-05-01,Legislative,2022,-2.9
outlay,Mandatory,Fannie Freddie,2022-05-01,Legislative,2023,-3.3
outlay,Mandatory,Fannie Freddie,2022-05-01,Legislative,2024,-3.2
outlay,Mandatory,Fannie Freddie,2022-05-01,Legislative,2025,-2.5
outlay,Mandatory,Fannie Freddie,2022-05-01,Legislative,2026,-2.1
outlay,Mandatory,Fannie Freddie,2022-05-01,Legislative,2027,-1.8
outlay,Mandatory,Fannie Freddie,2022-05-01,Legislative,2028,-1.5
outlay,Mandatory,Fannie Freddie,2022-05-01,Legislative,2029,-1.3
outlay,Mandatory,Fannie Freddie,2022-05-01,Legislative,2030,-1.2
outlay,Mandatory,Fannie Freddie,2022-05-01,Legislative,2031,-1.2
outlay,Mandatory,Fannie Freddie,2022-05-01,Technical,2022,-8.3
outlay,Mandatory,Fannie Freddie,2022-05-01,Technical,2023,0.6
outlay,Mandatory,Fannie Freddie,2022-05-01,Technical,2024,1.5
outlay,Mandatory,Fannie Freddie,2022-05-01,Technical,2025,1.8
outlay,Mandatory,Fannie Freddie,2022-05-01,Technical,2026,0.4
outlay,Mandatory,Fannie Freddie,2022-05-01,Technical,2027,-1.8
outlay,Mandatory,Fannie Freddie,2022-05-01,Technical,2028,-3.0
outlay,Mandatory,Fannie Freddie,2022-05-01,Technical,2029,-3.5
outlay,Mandatory,Fannie Freddie,2022-05-01,Technical,2030,-4.1
outlay,Mandatory,Fannie Freddie,2022-05-01,Technical,2031,-4.4
outlay,Mandatory,Fannie Freddie,2022-12-01,Economic,2022,0.0
outlay,Mandatory,Fannie Freddie,2022-12-01,Legislative,2022,0.0
outlay,Mandatory,Fannie Freddie,2023-02-01,Legislative,2023,0.0
outlay,Mandatory,Fannie Freddie,2023-02-01,Legislative,2024,0.0
outlay,Mandatory,Fannie Freddie,2023-02-01,Legislative,2025,0.0
outlay,Mandatory,Fannie Freddie,2023-02-01,Legislative,2026,0.0
outlay,Mandatory,Fannie Freddie,2023-02-01,Legislative,2027,0.0
outlay,Mandatory,Fannie Freddie,2023-02-01,Legislative,2028,0.0
outlay,Mandatory,Fannie Freddie,2023-02-01,Legislative,2029,0.0
outlay,Mandatory,Fannie Freddie,2023-02-01,Legislative,2030,0.0
outlay,Mandatory,Fannie Freddie,2023-02-01,Legislative,2031,0.0
outlay,Mandatory,Fannie Freddie,2023-02-01,Legislative,2032,0.0
outlay,Mandatory,Fannie Freddie,2023-12-01,Legislative,2023,0.0
outlay,Mandatory,Fannie Freddie,2024-02-01,Technical,2024,-14.54
outlay,Mandatory,Fannie Freddie,2024-02-01,Technical,2025,-2.7
outlay,Mandatory,Fannie Freddie,2024-02-01,Technical,2026,1.3
outlay,Mandatory,Fannie Freddie,2024-02-01,Technical,2027,4.4
outlay,Mandatory,Fannie Freddie,2024-02-01,Technical,2028,4.6
outlay,Mandatory,Fannie Freddie,2024-02-01,Technical,2029,3.9
outlay,Mandatory,Fannie Freddie,2024-02-01,Technical,2030,2.5
outlay,Mandatory,Fannie Freddie,2024-02-01,Technical,2031,0.7
outlay,Mandatory,Fannie Freddie,2024-02-01,Technical,2032,-0.7
outlay,Mandatory,Fannie Freddie,2024-02-01,Technical,2033,-3.0
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2024,-0.09
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2025,-2.437
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2026,-2.407
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2027,-2.228
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2028,-1.282
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2029,-0.811
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2030,-0.468
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2031,-0.311
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2032,-0.334
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2033,-0.547
outlay,Mandatory,Fannie Freddie,2024-06-01,Technical,2034,-0.922
outlay,Mandatory,Fannie Freddie,2024-12-01,Legislative,2024,0.0
outlay,Mandatory,Fannie Freddie,2025-01-01,Technical,2025,-6.643
outlay,Mandatory,Fannie Freddie,2025-01-01,Technical,2026,2.176
outlay,Mandatory,Fannie Freddie,2025-01-01,Technical,2027,2.27
outlay,Mandatory,Fannie Freddie,2025-01-01,Technical,2028,2.032
outlay,Mandatory,Fannie Freddie,2025-01-01,Technical,2029,1.717
outlay,Mandatory,Fannie Freddie,2025-01-01,Technical,2030,1.671
outlay,Mandatory,Fannie Freddie,2025-01-01,Technical,2031,1.909
outlay,Mandatory,Fannie Freddie,2025-01-01,Technical,2032,2.244
outlay,Mandatory,Fannie Freddie,2025-01-01,Technical,2033,0.957
outlay,Mandatory,Fannie Freddie,2025-01-01,Technical,2034,2.315
outlay,Mandatory,Fannie Freddie,2025-12-01,Legislative,2025,0.0
outlay,Mandatory,Fannie Freddie,2026-02-01,Technical,2026,-10.626
outlay,Mandatory,Fannie Freddie,2026-02-01,Technical,2027,-2.306
outlay,Mandatory,Fannie Freddie,2026-02-01,Technical,2028,-2.467
outlay,Mandatory,Fannie Freddie,2026-02-01,Technical,2029,-1.535
outlay,Mandatory,Fannie Freddie,2026-02-01,Technical,2030,-0.39
outlay,Mandatory,Fannie Freddie,2026-02-01,Technical,2031,0.058
outlay,Mandatory,Fannie Freddie,2026-02-01,Technical,2032,-0.129
outlay,Mandatory,Fannie Freddie,2026-02-01,Technical,2033,0.17
outlay,Mandatory,Fannie Freddie,2026-02-01,Technical,2034,-0.539
outlay,Mandatory,Fannie Freddie,2026-02-01,Technical,2035,-0.689
outlay,Mandatory,Medicaid,1992-08-01,Economic,1992,0.0
outlay,Mandatory,Medicaid,1992-08-01,Economic,1993,0.0
outlay,Mandatory,Medicaid,1992-08-01,Economic,1994,0.0
outlay,Mandatory,Medicaid,1992-08-01,Economic,1995,0.0
outlay,Mandatory,Medicaid,1992-08-01,Economic,1996,0.0
outlay,Mandatory,Medicaid,1992-08-01,Economic,1997,0.0
outlay,Mandatory,Medicaid,1992-08-01,Legislative,1992,0.0
outlay,Mandatory,Medicaid,1992-08-01,Legislative,1993,0.0
outlay,Mandatory,Medicaid,1992-08-01,Legislative,1994,0.0
outlay,Mandatory,Medicaid,1992-08-01,Legislative,1995,0.0
outlay,Mandatory,Medicaid,1992-08-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1992-08-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1992-08-01,Technical,1992,0.0
outlay,Mandatory,Medicaid,1992-08-01,Technical,1993,0.0
outlay,Mandatory,Medicaid,1992-08-01,Technical,1994,0.0
outlay,Mandatory,Medicaid,1992-08-01,Technical,1995,0.0
outlay,Mandatory,Medicaid,1992-08-01,Technical,1996,0.0
outlay,Mandatory,Medicaid,1992-08-01,Technical,1997,0.0
outlay,Mandatory,Medicaid,1993-01-01,Economic,1992,0.0
outlay,Mandatory,Medicaid,1993-01-01,Economic,1993,0.0
outlay,Mandatory,Medicaid,1993-01-01,Economic,1994,0.0
outlay,Mandatory,Medicaid,1993-01-01,Economic,1995,0.0
outlay,Mandatory,Medicaid,1993-01-01,Economic,1996,0.0
outlay,Mandatory,Medicaid,1993-01-01,Economic,1997,0.0
outlay,Mandatory,Medicaid,1993-01-01,Economic,1998,0.0
outlay,Mandatory,Medicaid,1993-01-01,Legislative,1992,0.0
outlay,Mandatory,Medicaid,1993-01-01,Legislative,1993,0.0
outlay,Mandatory,Medicaid,1993-01-01,Legislative,1994,0.0
outlay,Mandatory,Medicaid,1993-01-01,Legislative,1995,0.0
outlay,Mandatory,Medicaid,1993-01-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1993-01-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1993-01-01,Legislative,1998,0.0
outlay,Mandatory,Medicaid,1993-01-01,Technical,1992,-0.525
outlay,Mandatory,Medicaid,1993-01-01,Technical,1993,0.73
outlay,Mandatory,Medicaid,1993-01-01,Technical,1994,2.822
outlay,Mandatory,Medicaid,1993-01-01,Technical,1995,4.776
outlay,Mandatory,Medicaid,1993-01-01,Technical,1996,5.084
outlay,Mandatory,Medicaid,1993-01-01,Technical,1997,4.641
outlay,Mandatory,Medicaid,1993-01-01,Technical,1998,4.14
outlay,Mandatory,Medicaid,1993-03-01,Economic,1993,0.0
outlay,Mandatory,Medicaid,1993-03-01,Economic,1994,0.0
outlay,Mandatory,Medicaid,1993-03-01,Economic,1995,0.0
outlay,Mandatory,Medicaid,1993-03-01,Economic,1996,0.0
outlay,Mandatory,Medicaid,1993-03-01,Economic,1997,0.0
outlay,Mandatory,Medicaid,1993-03-01,Economic,1998,0.0
outlay,Mandatory,Medicaid,1993-03-01,Legislative,1993,0.0
outlay,Mandatory,Medicaid,1993-03-01,Legislative,1994,0.0
outlay,Mandatory,Medicaid,1993-03-01,Legislative,1995,0.0
outlay,Mandatory,Medicaid,1993-03-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1993-03-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1993-03-01,Legislative,1998,0.0
outlay,Mandatory,Medicaid,1993-03-01,Technical,1993,0.0
outlay,Mandatory,Medicaid,1993-03-01,Technical,1994,0.0
outlay,Mandatory,Medicaid,1993-03-01,Technical,1995,0.0
outlay,Mandatory,Medicaid,1993-03-01,Technical,1996,0.0
outlay,Mandatory,Medicaid,1993-03-01,Technical,1997,0.0
outlay,Mandatory,Medicaid,1993-03-01,Technical,1998,0.0
outlay,Mandatory,Medicaid,1993-09-01,Economic,1993,0.0
outlay,Mandatory,Medicaid,1993-09-01,Economic,1994,0.0
outlay,Mandatory,Medicaid,1993-09-01,Economic,1995,0.0
outlay,Mandatory,Medicaid,1993-09-01,Economic,1996,0.0
outlay,Mandatory,Medicaid,1993-09-01,Economic,1997,0.0
outlay,Mandatory,Medicaid,1993-09-01,Economic,1998,0.0
outlay,Mandatory,Medicaid,1993-09-01,Legislative,1993,0.0
outlay,Mandatory,Medicaid,1993-09-01,Legislative,1994,0.0
outlay,Mandatory,Medicaid,1993-09-01,Legislative,1995,-1.0
outlay,Mandatory,Medicaid,1993-09-01,Legislative,1996,-1.6
outlay,Mandatory,Medicaid,1993-09-01,Legislative,1997,-2.1
outlay,Mandatory,Medicaid,1993-09-01,Legislative,1998,-2.5
outlay,Mandatory,Medicaid,1993-09-01,Technical,1993,-4.115
outlay,Mandatory,Medicaid,1993-09-01,Technical,1994,-3.598
outlay,Mandatory,Medicaid,1993-09-01,Technical,1995,-3.994
outlay,Mandatory,Medicaid,1993-09-01,Technical,1996,-4.18
outlay,Mandatory,Medicaid,1993-09-01,Technical,1997,-4.068
outlay,Mandatory,Medicaid,1993-09-01,Technical,1998,-4.095
outlay,Mandatory,Medicaid,1994-01-01,Economic,1993,0.0
outlay,Mandatory,Medicaid,1994-01-01,Economic,1994,0.0
outlay,Mandatory,Medicaid,1994-01-01,Economic,1995,0.3
outlay,Mandatory,Medicaid,1994-01-01,Economic,1996,0.7
outlay,Mandatory,Medicaid,1994-01-01,Economic,1997,0.8
outlay,Mandatory,Medicaid,1994-01-01,Economic,1998,0.8
outlay,Mandatory,Medicaid,1994-01-01,Legislative,1993,0.0
outlay,Mandatory,Medicaid,1994-01-01,Legislative,1994,0.0
outlay,Mandatory,Medicaid,1994-01-01,Legislative,1995,0.0
outlay,Mandatory,Medicaid,1994-01-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1994-01-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1994-01-01,Legislative,1998,0.0
outlay,Mandatory,Medicaid,1994-01-01,Technical,1993,-0.431
outlay,Mandatory,Medicaid,1994-01-01,Technical,1994,-2.42
outlay,Mandatory,Medicaid,1994-01-01,Technical,1995,-4.067
outlay,Mandatory,Medicaid,1994-01-01,Technical,1996,-4.461
outlay,Mandatory,Medicaid,1994-01-01,Technical,1997,-4.685
outlay,Mandatory,Medicaid,1994-01-01,Technical,1998,-4.783
outlay,Mandatory,Medicaid,1994-04-01,Economic,1994,0.0
outlay,Mandatory,Medicaid,1994-04-01,Economic,1995,0.0
outlay,Mandatory,Medicaid,1994-04-01,Economic,1996,0.0
outlay,Mandatory,Medicaid,1994-04-01,Economic,1997,0.0
outlay,Mandatory,Medicaid,1994-04-01,Economic,1998,0.0
outlay,Mandatory,Medicaid,1994-04-01,Economic,1999,0.0
outlay,Mandatory,Medicaid,1994-04-01,Legislative,1994,0.0
outlay,Mandatory,Medicaid,1994-04-01,Legislative,1995,0.0
outlay,Mandatory,Medicaid,1994-04-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1994-04-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1994-04-01,Legislative,1998,0.0
outlay,Mandatory,Medicaid,1994-04-01,Legislative,1999,0.0
outlay,Mandatory,Medicaid,1994-04-01,Technical,1994,0.0
outlay,Mandatory,Medicaid,1994-04-01,Technical,1995,0.0
outlay,Mandatory,Medicaid,1994-04-01,Technical,1996,0.0
outlay,Mandatory,Medicaid,1994-04-01,Technical,1997,0.0
outlay,Mandatory,Medicaid,1994-04-01,Technical,1998,0.0
outlay,Mandatory,Medicaid,1994-04-01,Technical,1999,0.0
outlay,Mandatory,Medicaid,1994-08-01,Economic,1994,-0.428
outlay,Mandatory,Medicaid,1994-08-01,Economic,1995,0.0
outlay,Mandatory,Medicaid,1994-08-01,Economic,1996,0.0
outlay,Mandatory,Medicaid,1994-08-01,Economic,1997,0.0
outlay,Mandatory,Medicaid,1994-08-01,Economic,1998,0.0
outlay,Mandatory,Medicaid,1994-08-01,Economic,1999,0.0
outlay,Mandatory,Medicaid,1994-08-01,Legislative,1994,0.0
outlay,Mandatory,Medicaid,1994-08-01,Legislative,1995,0.0
outlay,Mandatory,Medicaid,1994-08-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1994-08-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1994-08-01,Legislative,1998,0.0
outlay,Mandatory,Medicaid,1994-08-01,Legislative,1999,0.0
outlay,Mandatory,Medicaid,1994-08-01,Technical,1994,-1.924
outlay,Mandatory,Medicaid,1994-08-01,Technical,1995,0.0
outlay,Mandatory,Medicaid,1994-08-01,Technical,1996,0.0
outlay,Mandatory,Medicaid,1994-08-01,Technical,1997,0.0
outlay,Mandatory,Medicaid,1994-08-01,Technical,1998,0.0
outlay,Mandatory,Medicaid,1994-08-01,Technical,1999,0.0
outlay,Mandatory,Medicaid,1995-01-01,Economic,1994,0.0
outlay,Mandatory,Medicaid,1995-01-01,Economic,1995,-0.512
outlay,Mandatory,Medicaid,1995-01-01,Economic,1996,-0.842
outlay,Mandatory,Medicaid,1995-01-01,Economic,1997,-1.071
outlay,Mandatory,Medicaid,1995-01-01,Economic,1998,-1.342
outlay,Mandatory,Medicaid,1995-01-01,Economic,1999,-1.661
outlay,Mandatory,Medicaid,1995-01-01,Legislative,1994,0.0
outlay,Mandatory,Medicaid,1995-01-01,Legislative,1995,0.0
outlay,Mandatory,Medicaid,1995-01-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1995-01-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1995-01-01,Legislative,1998,0.0
outlay,Mandatory,Medicaid,1995-01-01,Legislative,1999,0.0
outlay,Mandatory,Medicaid,1995-01-01,Technical,1994,-1.466
outlay,Mandatory,Medicaid,1995-01-01,Technical,1995,-5.73
outlay,Mandatory,Medicaid,1995-01-01,Technical,1996,-7.143
outlay,Mandatory,Medicaid,1995-01-01,Technical,1997,-8.904
outlay,Mandatory,Medicaid,1995-01-01,Technical,1998,-10.948
outlay,Mandatory,Medicaid,1995-01-01,Technical,1999,-13.394
outlay,Mandatory,Medicaid,1995-04-01,Economic,1995,0.0
outlay,Mandatory,Medicaid,1995-04-01,Economic,1996,0.0
outlay,Mandatory,Medicaid,1995-04-01,Economic,1997,0.0
outlay,Mandatory,Medicaid,1995-04-01,Economic,1998,0.0
outlay,Mandatory,Medicaid,1995-04-01,Economic,1999,0.0
outlay,Mandatory,Medicaid,1995-04-01,Economic,2000,0.0
outlay,Mandatory,Medicaid,1995-04-01,Legislative,1995,0.0
outlay,Mandatory,Medicaid,1995-04-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1995-04-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1995-04-01,Legislative,1998,0.0
outlay,Mandatory,Medicaid,1995-04-01,Legislative,1999,0.0
outlay,Mandatory,Medicaid,1995-04-01,Legislative,2000,0.0
outlay,Mandatory,Medicaid,1995-04-01,Technical,1995,-0.741
outlay,Mandatory,Medicaid,1995-04-01,Technical,1996,-0.842
outlay,Mandatory,Medicaid,1995-04-01,Technical,1997,-0.931
outlay,Mandatory,Medicaid,1995-04-01,Technical,1998,-1.012
outlay,Mandatory,Medicaid,1995-04-01,Technical,1999,-1.164
outlay,Mandatory,Medicaid,1995-04-01,Technical,2000,-1.342
outlay,Mandatory,Medicaid,1995-08-01,Economic,1995,0.0
outlay,Mandatory,Medicaid,1995-08-01,Economic,1996,0.0
outlay,Mandatory,Medicaid,1995-08-01,Economic,1997,0.0
outlay,Mandatory,Medicaid,1995-08-01,Economic,1998,0.0
outlay,Mandatory,Medicaid,1995-08-01,Economic,1999,0.0
outlay,Mandatory,Medicaid,1995-08-01,Economic,2000,0.0
outlay,Mandatory,Medicaid,1995-08-01,Legislative,1995,0.0
outlay,Mandatory,Medicaid,1995-08-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1995-08-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1995-08-01,Legislative,1998,0.0
outlay,Mandatory,Medicaid,1995-08-01,Legislative,1999,0.0
outlay,Mandatory,Medicaid,1995-08-01,Legislative,2000,0.0
outlay,Mandatory,Medicaid,1995-08-01,Technical,1995,0.0
outlay,Mandatory,Medicaid,1995-08-01,Technical,1996,0.0
outlay,Mandatory,Medicaid,1995-08-01,Technical,1997,0.0
outlay,Mandatory,Medicaid,1995-08-01,Technical,1998,0.0
outlay,Mandatory,Medicaid,1995-08-01,Technical,1999,0.0
outlay,Mandatory,Medicaid,1995-08-01,Technical,2000,0.0
outlay,Mandatory,Medicaid,1995-12-01,Economic,1995,0.0
outlay,Mandatory,Medicaid,1995-12-01,Economic,1996,0.0
outlay,Mandatory,Medicaid,1995-12-01,Economic,1997,0.0
outlay,Mandatory,Medicaid,1995-12-01,Economic,1998,0.0
outlay,Mandatory,Medicaid,1995-12-01,Economic,1999,0.0
outlay,Mandatory,Medicaid,1995-12-01,Economic,2000,0.0
outlay,Mandatory,Medicaid,1995-12-01,Legislative,1995,0.0
outlay,Mandatory,Medicaid,1995-12-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1995-12-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1995-12-01,Legislative,1998,0.0
outlay,Mandatory,Medicaid,1995-12-01,Legislative,1999,0.0
outlay,Mandatory,Medicaid,1995-12-01,Legislative,2000,0.0
outlay,Mandatory,Medicaid,1995-12-01,Technical,1995,-0.146
outlay,Mandatory,Medicaid,1995-12-01,Technical,1996,-2.044
outlay,Mandatory,Medicaid,1995-12-01,Technical,1997,-2.781
outlay,Mandatory,Medicaid,1995-12-01,Technical,1998,-3.968
outlay,Mandatory,Medicaid,1995-12-01,Technical,1999,-5.164
outlay,Mandatory,Medicaid,1995-12-01,Technical,2000,-5.626
outlay,Mandatory,Medicaid,1995-12-01,Technical,2001,-5.868
outlay,Mandatory,Medicaid,1995-12-01,Technical,2002,-5.211
outlay,Mandatory,Medicaid,1995-12-01,Technical,2003,-4.73
outlay,Mandatory,Medicaid,1995-12-01,Technical,2004,-3.618
outlay,Mandatory,Medicaid,1995-12-01,Technical,2005,-2.954
outlay,Mandatory,Medicaid,1996-05-01,Economic,1996,0.0
outlay,Mandatory,Medicaid,1996-05-01,Economic,1997,0.0
outlay,Mandatory,Medicaid,1996-05-01,Economic,1998,0.0
outlay,Mandatory,Medicaid,1996-05-01,Economic,1999,0.0
outlay,Mandatory,Medicaid,1996-05-01,Economic,2000,0.0
outlay,Mandatory,Medicaid,1996-05-01,Economic,2001,0.0
outlay,Mandatory,Medicaid,1996-05-01,Economic,2002,0.0
outlay,Mandatory,Medicaid,1996-05-01,Economic,2003,0.0
outlay,Mandatory,Medicaid,1996-05-01,Economic,2004,0.0
outlay,Mandatory,Medicaid,1996-05-01,Economic,2005,0.0
outlay,Mandatory,Medicaid,1996-05-01,Legislative,1996,0.0
outlay,Mandatory,Medicaid,1996-05-01,Legislative,1997,0.0
outlay,Mandatory,Medicaid,1996-05-01,Legislative,1998,0.0
outlay,Mandatory,Medicaid,1996-05-01,Legislative,1999,0.0
outlay,Mandatory,Medicaid,1996-05-01,Legislative,2000,0.0
outlay,Mandatory,Medicaid,1996-05-01,Legislative,2001,0.0
outlay,Mandatory,Medicaid,1996-05-01,Legislative,2002,0.0
outlay,Mandatory,Medicaid,1996-05-01,Legislative,2003,0.0
outlay,Mandatory,Medicaid,1996-05-01,Legislative,2004,0.0
outlay,Mandatory,Medicaid,1996-05-01,Legislative,2005,0.0
outlay,Mandatory,Medicaid,1996-05-01,Technical,1996,-1.511
outlay,Mandatory,Medicaid,1996-05-01,Technical,1997,-2.459
outlay,Mandatory,Medicaid,1996-05-01,Technical,1998,-2.656
outlay,Mandatory,Medicaid,1996-05-01,Technical,1999,-3.3
outlay,Mandatory,Medicaid,1996-05-01,Technical,2000,-4.337
outlay,Mandatory,Medicaid,1996-05-01,Technical,2001,-5.251
outlay,Mandatory,Medicaid,1996-05-01,Technical,2002,-6.151
outlay,Mandatory,Medicaid,1996-05-01,Technical,2003,-6.81
outlay,Mandatory,Medicaid,1996-05-01,Technical,2004,-7.393
outlay,Mandatory,Medicaid,1996-05-01,Technical,2005,-7.732
